@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {music,little}

@DATA
0.106358,0.013692,2.805753,0.198604,0.210500,0.683750,0.015755,0.158125,-30.894579,2.479299,0.584610,-0.067816,-0.199917,0.153522,-0.063386,0.166679,-0.060406,0.025309,0.028388,0.078299,0.088972,0.011130,0.004637,0.083953,0.012610,0.026794,0.017791,0.055843,0.001184,0.008366,0.013118,0.015160,0.004923,0.035254,0.101201,0.018426,0.420006,0.100056,0.053858,0.674884,0.010020,0.190688,4.986751,1.059559,0.592327,0.437600,0.400345,0.392809,0.302880,0.258584,0.257849,0.217880,0.217716,0.199448,0.177276,0.013209,0.006859,0.064836,0.017575,0.028350,0.024622,0.044562,0.001686,0.016855,0.017432,0.013559,0.006887,0.015804,little
0.117084,0.016215,2.875935,0.213432,0.215139,0.764505,0.013505,0.168141,-30.408768,2.232820,0.696289,-0.041568,-0.245034,0.228418,-0.113065,0.120191,-0.075012,-0.004479,0.067646,0.043533,0.080054,0.011112,0.003028,0.062183,0.021836,0.036640,0.018492,0.049339,0.001776,0.005622,0.010873,0.016181,0.004500,0.031412,0.108538,0.020081,0.378668,0.099693,0.044415,0.690098,0.008766,0.197122,4.637291,1.006000,0.650875,0.477216,0.414052,0.409184,0.280208,0.245877,0.251340,0.218230,0.234958,0.201152,0.208388,0.012335,0.003652,0.051632,0.026131,0.031376,0.029431,0.041595,0.003826,0.008959,0.010901,0.012741,0.005764,0.016899,little
0.118271,0.010858,2.766057,0.205038,0.202807,0.857381,0.012619,0.168840,-30.933354,2.156547,-0.028872,0.130939,0.057589,0.227599,0.103630,0.056926,0.015810,0.035781,0.029155,0.112843,0.016894,0.009995,0.004660,0.073169,0.011807,0.023170,0.013966,0.051812,0.003346,0.004871,0.012314,0.017123,0.004133,0.029545,0.103392,0.015757,0.463141,0.085564,0.044783,0.611829,0.007202,0.157907,6.036718,1.149583,0.764069,0.488708,0.564697,0.466785,0.308067,0.276021,0.314268,0.262570,0.238475,0.220515,0.207496,0.009338,0.004284,0.062346,0.015640,0.025650,0.025551,0.049113,0.006611,0.006375,0.014596,0.015936,0.005137,0.017894,little
0.125294,0.008269,2.759516,0.216982,0.210523,0.905344,0.013937,0.187597,-31.161928,2.163118,0.374634,-0.078538,-0.019852,0.195712,-0.030591,0.131019,-0.033583,0.028715,0.022129,0.068193,0.071169,0.009143,0.004767,0.061402,0.021069,0.032014,0.013006,0.047884,0.002657,0.006093,0.012457,0.014454,0.004599,0.028839,0.092610,0.014955,0.471640,0.089793,0.045070,0.651077,0.009376,0.196820,5.006395,1.012540,0.768505,0.475709,0.465984,0.402593,0.317348,0.305689,0.247149,0.238390,0.218747,0.199065,0.198423,0.009563,0.006030,0.053705,0.027485,0.030675,0.018661,0.038545,0.004234,0.010460,0.013774,0.012355,0.005221,0.014635,little
0.117110,0.008463,2.780071,0.208056,0.206027,0.767019,0.013122,0.168819,-30.462818,2.233494,0.571228,-0.130532,-0.179436,0.211947,-0.050218,0.051923,0.021305,-0.009034,0.037203,0.078957,0.034536,0.008762,0.006369,0.061101,0.019964,0.032164,0.014298,0.051295,0.002137,0.005993,0.013660,0.016128,0.004726,0.030133,0.099024,0.013512,0.451326,0.088446,0.045806,0.596068,0.008351,0.167198,5.026183,1.015479,0.704280,0.491146,0.446624,0.397188,0.314089,0.294526,0.263701,0.236037,0.254052,0.196385,0.197469,0.008679,0.010455,0.059542,0.025529,0.035532,0.019980,0.040671,0.003546,0.008283,0.013940,0.013818,0.006075,0.015794,little
0.113220,0.005645,2.929573,0.200262,0.199284,0.868371,0.014364,0.198906,-28.223673,2.082944,-0.197887,0.001447,-0.212871,0.416009,0.008136,-0.234688,0.062275,-0.179825,0.044491,-0.098541,-0.136442,0.017554,0.005337,0.028266,0.011171,0.009692,0.014258,0.055380,0.004424,0.009654,0.027975,0.027903,0.005038,0.028184,0.095502,0.007155,0.385303,0.091183,0.050204,0.588349,0.010180,0.187688,2.785123,0.984580,0.797683,0.528511,0.450855,0.423969,0.306409,0.281009,0.237490,0.253530,0.238221,0.237543,0.256314,0.021390,0.006719,0.027029,0.018750,0.010979,0.019693,0.057523,0.007337,0.010688,0.026036,0.026671,0.006644,0.014468,little
0.104765,0.007703,2.943602,0.194300,0.199922,0.805605,0.015997,0.193554,-27.437434,2.431009,-0.293612,-0.002103,-0.117493,0.246224,0.088468,-0.211279,0.023188,-0.126548,0.038988,-0.144790,-0.094942,0.017144,0.003069,0.024227,0.010983,0.011857,0.008764,0.047186,0.004652,0.012741,0.035161,0.030995,0.004976,0.027028,0.095060,0.007084,0.345675,0.096342,0.054207,0.620309,0.008905,0.202418,2.581948,1.019841,0.747253,0.536581,0.452321,0.440943,0.386300,0.278926,0.234375,0.247094,0.241094,0.263594,0.231194,0.024691,0.003739,0.024742,0.014295,0.016247,0.010730,0.052738,0.007430,0.015918,0.030615,0.033096,0.006203,0.015160,little
0.152576,0.012013,2.962430,0.229776,0.212464,1.090787,0.013737,0.242521,-28.196135,1.880714,-0.159331,0.143810,-0.290007,0.555373,0.065030,-0.364337,0.102721,-0.201166,0.108514,-0.100946,-0.238725,0.015218,0.003118,0.048807,0.010244,0.006485,0.007890,0.045529,0.005975,0.008828,0.024570,0.024841,0.005910,0.028222,0.096967,0.014332,0.321565,0.096658,0.051799,0.561075,0.010500,0.190930,2.944731,0.849914,0.570487,0.378678,0.267753,0.304722,0.241234,0.235320,0.175494,0.198202,0.193107,0.223446,0.194735,0.020831,0.004632,0.034353,0.016484,0.005359,0.011277,0.043423,0.007592,0.010201,0.026663,0.022378,0.007737,0.012079,little
0.114209,0.009065,2.942987,0.202997,0.196256,0.875306,0.016184,0.198413,-27.588222,1.975493,-0.306327,0.127480,-0.111413,0.270335,0.012648,-0.308213,-0.007306,-0.079987,-0.020158,-0.174230,-0.188865,0.021207,0.003511,0.034047,0.012373,0.009080,0.006970,0.045537,0.005892,0.008104,0.027592,0.034307,0.006441,0.029336,0.103446,0.011629,0.378780,0.101384,0.052331,0.596221,0.011454,0.196085,3.106135,1.017912,0.826483,0.560157,0.419884,0.377305,0.285973,0.281575,0.237093,0.262400,0.304329,0.245774,0.240975,0.028182,0.005709,0.042040,0.019375,0.009712,0.008546,0.049553,0.009192,0.009390,0.030729,0.035454,0.010752,0.017208,little
0.106117,0.012333,2.948696,0.201861,0.215259,0.759055,0.015448,0.163812,-29.216543,2.030369,-0.082476,0.288835,-0.078211,0.332151,0.122430,-0.310767,0.099062,-0.036285,0.015182,-0.113615,-0.175301,0.015994,0.004127,0.059827,0.006668,0.008406,0.003188,0.094105,0.007147,0.010431,0.022512,0.031105,0.002983,0.041571,0.094920,0.015841,0.255445,0.081618,0.041104,0.585407,0.011350,0.182131,2.928960,0.758839,0.598600,0.378881,0.289454,0.270098,0.218308,0.251010,0.208219,0.228951,0.201338,0.232431,0.235937,0.020462,0.006505,0.058432,0.007937,0.011945,0.003201,0.047629,0.017720,0.013481,0.019558,0.028370,0.003772,0.014646,little
0.128427,0.008659,2.948218,0.217155,0.213145,0.866376,0.015939,0.208559,-29.155090,2.019238,0.044065,0.126272,-0.110692,0.399674,0.015536,-0.227811,0.097911,-0.087502,0.027134,-0.162111,-0.163654,0.015176,0.004813,0.043958,0.011351,0.009633,0.007632,0.075027,0.004340,0.007409,0.026174,0.026800,0.004148,0.033688,0.117563,0.013238,0.320765,0.101106,0.047660,0.667907,0.011230,0.210907,3.349662,0.877299,0.706234,0.468792,0.356520,0.350607,0.260528,0.292178,0.221531,0.237246,0.233905,0.226368,0.229246,0.023109,0.007644,0.051318,0.019086,0.011487,0.011664,0.069830,0.007374,0.009468,0.032656,0.025958,0.005088,0.019910,little
0.083307,0.010093,2.863516,0.169409,0.187359,0.634464,0.018094,0.132750,-27.913142,2.392334,-0.279066,0.031165,-0.366134,0.265733,0.174568,-0.174212,0.005930,-0.068728,0.062203,-0.148702,-0.139838,0.023748,0.006017,0.030211,0.009655,0.009721,0.006270,0.051291,0.003388,0.011321,0.034036,0.029082,0.005870,0.029987,0.064004,0.015841,0.385152,0.064548,0.049726,0.523983,0.010546,0.127141,3.421046,0.826825,0.823652,0.542369,0.518290,0.442676,0.275504,0.332442,0.248108,0.215950,0.276296,0.266882,0.241730,0.032340,0.010444,0.029944,0.015274,0.011293,0.008299,0.069345,0.007212,0.009801,0.036350,0.027368,0.007680,0.016596,little
0.082528,0.009646,2.901296,0.174121,0.188734,0.776243,0.015091,0.146788,-28.075541,1.952649,-0.265792,0.039861,-0.186807,0.462290,0.029213,-0.212470,0.063690,-0.075332,0.079661,-0.077099,-0.194988,0.016417,0.004009,0.022176,0.006910,0.008601,0.008387,0.064625,0.004672,0.010708,0.036237,0.034660,0.005136,0.029826,0.039445,0.012795,0.394114,0.040517,0.030930,0.502649,0.009414,0.094581,2.775868,0.886487,0.720703,0.648925,0.464079,0.357330,0.259319,0.297040,0.250090,0.224315,0.185244,0.253060,0.198899,0.015337,0.005122,0.019348,0.007349,0.011041,0.011004,0.061368,0.006603,0.014275,0.035598,0.027738,0.005127,0.014920,little
0.108023,0.004887,2.861975,0.215371,0.221807,0.735837,0.015435,0.187351,-29.824926,2.168489,0.395408,-0.084259,-0.061380,0.329407,0.018433,-0.110404,0.061793,-0.000783,0.047078,-0.135521,-0.155689,0.018757,0.003163,0.034419,0.006597,0.011713,0.009762,0.081005,0.003998,0.009656,0.030517,0.034618,0.003450,0.035383,0.082679,0.007819,0.369589,0.091645,0.043507,0.589708,0.010633,0.186535,2.850331,0.807077,0.651177,0.486857,0.432052,0.337921,0.222112,0.213217,0.208643,0.254073,0.234233,0.225758,0.222347,0.023262,0.004292,0.027471,0.008900,0.013318,0.013760,0.060920,0.006543,0.012631,0.033180,0.033615,0.004363,0.016639,little
0.095342,0.011261,2.904913,0.194142,0.206846,0.769785,0.020611,0.164210,-28.420008,2.098373,-0.053928,0.228855,-0.131405,0.337776,-0.034883,-0.125569,0.002394,-0.051748,-0.029365,-0.103797,-0.127737,0.014680,0.002744,0.027749,0.010554,0.009696,0.005715,0.087789,0.005099,0.007297,0.037519,0.033212,0.006179,0.037829,0.077507,0.013944,0.326678,0.082166,0.052352,0.615705,0.016616,0.170430,2.873394,1.021204,0.764127,0.509015,0.432459,0.419179,0.287385,0.295061,0.219509,0.253302,0.251542,0.210894,0.222806,0.015473,0.002598,0.028685,0.016326,0.010828,0.006549,0.079987,0.011632,0.009671,0.044416,0.032739,0.010248,0.020003,little
0.123705,0.008649,2.997961,0.220233,0.219234,0.906644,0.012355,0.211773,-28.869430,1.813134,-0.107627,0.177140,-0.111152,0.442412,-0.029174,-0.147909,0.085324,-0.076788,0.068401,-0.070727,-0.194611,0.015041,0.003809,0.032925,0.005568,0.007313,0.008850,0.060762,0.005314,0.006121,0.028327,0.039178,0.005249,0.030867,0.096378,0.010087,0.278531,0.081517,0.048360,0.629493,0.009710,0.190761,3.301519,0.766077,0.674823,0.475198,0.353480,0.347839,0.266878,0.257666,0.223311,0.237717,0.224493,0.237773,0.223735,0.019161,0.004896,0.031362,0.008422,0.007855,0.010596,0.053357,0.009060,0.006599,0.027928,0.029825,0.006720,0.014856,little
0.136247,0.008401,2.892730,0.233892,0.232089,0.845379,0.017999,0.231829,-29.363868,2.016913,0.329952,0.043641,-0.002923,0.224933,0.153236,-0.135622,0.055803,0.013518,-0.007583,-0.059970,-0.157969,0.012014,0.004272,0.046571,0.009040,0.009523,0.005900,0.090612,0.002763,0.004501,0.026748,0.032543,0.003115,0.039265,0.146780,0.010625,0.394792,0.119708,0.050405,0.683506,0.014859,0.279053,2.515882,0.712329,0.609737,0.574977,0.412963,0.308779,0.231142,0.289366,0.241120,0.275935,0.223480,0.246396,0.210370,0.015591,0.006022,0.044690,0.012872,0.013824,0.007637,0.070331,0.005659,0.004299,0.031237,0.031895,0.004261,0.019710,little
0.121809,0.009694,2.939235,0.224344,0.215447,1.016631,0.013470,0.216000,-28.224707,1.696321,0.045725,0.118031,-0.155907,0.407279,0.050330,-0.277132,0.117764,-0.167061,0.056704,-0.095311,-0.156295,0.017143,0.003383,0.035667,0.008999,0.011056,0.007927,0.084815,0.004675,0.006669,0.022593,0.030188,0.006178,0.034328,0.081052,0.013318,0.344020,0.082586,0.045215,0.510228,0.010801,0.173778,2.844324,0.755039,0.677649,0.453442,0.353072,0.303653,0.227175,0.241021,0.215202,0.217816,0.244729,0.258999,0.251090,0.023939,0.004094,0.026082,0.014174,0.014438,0.012431,0.069166,0.007971,0.006979,0.022640,0.022516,0.003534,0.014853,little
0.072033,0.011386,2.956183,0.185586,0.214742,0.556778,0.012341,0.108688,-29.424498,2.107819,0.201736,0.200689,-0.059747,0.301315,-0.009294,-0.012625,0.094049,0.105754,0.002600,-0.128098,-0.123366,0.019374,0.003924,0.076130,0.007566,0.007063,0.004224,0.098996,0.002163,0.009651,0.025655,0.031953,0.005657,0.044835,0.051270,0.013366,0.225274,0.057510,0.043348,0.384175,0.006153,0.110348,3.400714,0.571205,0.704027,0.487866,0.402714,0.339941,0.244731,0.265456,0.216865,0.233012,0.233002,0.221967,0.247654,0.024554,0.006241,0.064219,0.009691,0.007090,0.006482,0.068821,0.003112,0.012417,0.027104,0.027894,0.009626,0.015281,little
0.101752,0.009390,2.933397,0.191977,0.187878,0.906256,0.015100,0.189542,-27.373470,1.919173,-0.061989,0.175399,-0.170368,0.369547,-0.060465,-0.283832,0.053955,-0.085561,-0.027212,-0.227564,-0.225838,0.016172,0.003793,0.029008,0.012323,0.010312,0.006670,0.054400,0.003969,0.008113,0.029362,0.032151,0.005496,0.029418,0.074368,0.010741,0.434253,0.078030,0.040021,0.590068,0.011636,0.147736,2.877123,1.047717,0.764017,0.537778,0.416552,0.417378,0.330265,0.252035,0.239534,0.242979,0.287235,0.254234,0.226887,0.018918,0.005377,0.033970,0.016259,0.013907,0.009570,0.056486,0.006222,0.009186,0.028824,0.027442,0.007563,0.015545,little
0.117465,0.013222,2.943147,0.217460,0.204577,0.831175,0.015357,0.207643,-27.021625,2.085994,0.129001,-0.064461,-0.197965,0.335720,0.038596,-0.174377,0.065463,-0.055576,0.037239,-0.188163,-0.205108,0.022468,0.003736,0.025816,0.010339,0.006654,0.006709,0.055331,0.003795,0.012688,0.032818,0.028531,0.006505,0.029989,0.114771,0.014778,0.355730,0.125171,0.051278,0.724107,0.010975,0.232294,3.157688,1.035232,0.724291,0.495321,0.380115,0.365457,0.250476,0.306102,0.182265,0.273957,0.248437,0.252354,0.244894,0.031501,0.005038,0.022805,0.014926,0.007070,0.010050,0.062812,0.006723,0.016243,0.035321,0.029827,0.010972,0.017152,little
0.105875,0.006925,3.005550,0.212864,0.211219,0.853915,0.012960,0.196076,-28.624529,1.812839,0.139238,-0.133750,-0.181513,0.206981,0.041178,-0.217215,-0.012000,-0.058134,-0.004303,-0.035305,-0.164708,0.007466,0.003839,0.022913,0.013498,0.008766,0.006206,0.094078,0.006223,0.018237,0.029038,0.024036,0.004124,0.036722,0.095789,0.008960,0.271141,0.092815,0.045088,0.690088,0.008855,0.210813,3.081793,0.852943,0.717685,0.472862,0.434529,0.364156,0.304291,0.286472,0.223611,0.249074,0.211714,0.215457,0.185402,0.008224,0.005130,0.020868,0.018149,0.011204,0.007995,0.068865,0.010761,0.022462,0.027054,0.022765,0.006965,0.016952,little
0.114670,0.005065,2.930126,0.201579,0.201723,0.941174,0.012782,0.197991,-29.055895,1.830054,-0.082149,0.186218,-0.242719,0.317541,-0.053800,-0.149098,0.035270,-0.081197,0.064347,-0.059168,-0.153274,0.011843,0.003235,0.024388,0.006754,0.008710,0.009582,0.066701,0.002412,0.013545,0.036128,0.022598,0.003845,0.028143,0.080856,0.006521,0.442253,0.072506,0.043941,0.566984,0.008997,0.149123,3.187284,0.854702,0.738788,0.552116,0.377333,0.314823,0.262226,0.245155,0.276024,0.245149,0.263310,0.246893,0.226504,0.017308,0.002945,0.025123,0.006629,0.009155,0.011820,0.061007,0.003601,0.014377,0.034269,0.015915,0.003893,0.014193,little
0.130075,0.011994,2.866713,0.221859,0.211205,0.927354,0.014698,0.236025,-26.926217,2.095595,-0.186107,0.011790,-0.194044,0.226948,0.067270,-0.236952,0.036381,-0.039328,-0.007581,-0.102459,-0.203389,0.019982,0.006218,0.032791,0.008887,0.009066,0.005973,0.041928,0.007046,0.011657,0.031184,0.031454,0.005711,0.026849,0.103870,0.015665,0.418114,0.110016,0.063800,0.655086,0.009194,0.230809,3.189636,0.862386,0.884126,0.511055,0.446468,0.387958,0.281106,0.324603,0.212173,0.266849,0.252458,0.266879,0.274375,0.021140,0.008300,0.031884,0.011987,0.009616,0.007176,0.050288,0.009932,0.012700,0.030982,0.035337,0.008523,0.015438,little
0.101196,0.010177,2.909492,0.193695,0.196441,0.836199,0.015044,0.186670,-28.077105,1.885411,-0.287783,0.099260,-0.081325,0.354084,-0.018316,-0.143848,-0.025162,0.000318,0.019907,-0.073732,-0.207127,0.014618,0.003697,0.024522,0.006410,0.007961,0.009460,0.076895,0.003892,0.008094,0.025652,0.036311,0.004923,0.032272,0.073155,0.013393,0.425482,0.073071,0.048739,0.466195,0.012727,0.156569,3.223119,0.909187,0.857827,0.566873,0.425827,0.450426,0.293146,0.239180,0.238693,0.274351,0.222722,0.200761,0.197119,0.016929,0.004003,0.024679,0.009000,0.008537,0.013161,0.080676,0.005326,0.008459,0.027349,0.036892,0.006223,0.020732,little
0.111871,0.008835,2.919621,0.205617,0.205320,0.847399,0.014387,0.192451,-27.562727,2.045357,-0.015901,-0.002376,-0.241837,0.236992,0.076499,-0.183071,-0.013063,-0.121935,-0.032150,-0.101553,-0.209855,0.023709,0.003985,0.025538,0.012325,0.009647,0.009379,0.055798,0.004397,0.009483,0.029173,0.035068,0.004809,0.031214,0.089815,0.009509,0.420192,0.087096,0.050409,0.575429,0.009170,0.180500,2.515985,0.903327,0.758375,0.571376,0.431338,0.384748,0.297006,0.291680,0.257500,0.272441,0.220521,0.214976,0.218138,0.027032,0.004850,0.023511,0.016402,0.011555,0.013492,0.057212,0.006889,0.010571,0.025881,0.032952,0.006130,0.016198,little
0.102814,0.018313,2.962693,0.210073,0.216798,0.794918,0.017719,0.190303,-28.451193,1.925397,-0.179159,0.025706,-0.010425,0.277512,-0.055440,-0.179851,-0.000786,-0.127871,-0.071312,-0.183509,-0.257629,0.025335,0.004252,0.041616,0.015706,0.007749,0.005758,0.079761,0.006626,0.005583,0.013674,0.034694,0.008169,0.036443,0.081378,0.026509,0.297269,0.081660,0.051999,0.587192,0.014692,0.186573,4.738300,0.895772,0.814273,0.566507,0.428613,0.438031,0.288386,0.230990,0.212213,0.281228,0.322013,0.282400,0.302652,0.036542,0.006290,0.040868,0.032980,0.008664,0.008158,0.088634,0.010112,0.006310,0.016713,0.034763,0.011530,0.019819,little
0.136881,0.011482,2.908293,0.227296,0.208648,0.941607,0.014326,0.232390,-27.444737,2.068147,-0.137037,-0.816436,-0.043491,0.377862,-0.336052,0.131675,-0.198918,-0.086837,0.054997,-0.158421,-0.156633,0.019690,0.006386,0.017322,0.012648,0.016755,0.013132,0.017110,0.005134,0.016178,0.021618,0.020913,0.006221,0.018454,0.109421,0.015510,0.435031,0.105001,0.051122,0.650020,0.008903,0.206874,2.767677,0.955610,0.786969,0.603430,0.416517,0.401238,0.329811,0.255626,0.229194,0.250976,0.222221,0.231239,0.226160,0.022042,0.009003,0.017926,0.014409,0.016260,0.016054,0.022612,0.006530,0.017721,0.022551,0.023422,0.006373,0.010752,little
0.105616,0.020849,2.989999,0.196482,0.192696,0.850316,0.014838,0.183594,-27.158504,2.100647,-0.380500,-0.846349,0.315943,0.078418,-0.159548,0.031666,-0.227796,0.035607,-0.007461,-0.267772,-0.063699,0.019755,0.004412,0.022461,0.016264,0.015075,0.013281,0.014713,0.006680,0.014111,0.026478,0.023017,0.008601,0.020020,0.060411,0.027039,0.343690,0.063480,0.030788,0.507828,0.009201,0.134808,2.756964,0.875535,0.698555,0.579734,0.369802,0.296639,0.266160,0.238527,0.230024,0.239981,0.243561,0.255422,0.264045,0.025330,0.005866,0.019607,0.020336,0.014464,0.017047,0.015082,0.009696,0.017741,0.023305,0.022791,0.012861,0.010809,little
0.127553,0.017839,2.978269,0.200083,0.193146,0.754039,0.017315,0.188963,-27.851837,2.624730,-0.635796,-0.707004,0.233095,-0.045285,0.061378,-0.069204,-0.254204,0.075923,-0.158409,-0.149587,-0.087961,0.026384,0.007548,0.019809,0.012513,0.015344,0.015469,0.013426,0.007743,0.010598,0.020285,0.027344,0.009176,0.019885,0.118161,0.026579,0.339848,0.115274,0.048734,0.657460,0.013140,0.215764,2.712074,0.849698,0.697665,0.609309,0.436677,0.363514,0.270055,0.292079,0.283108,0.254665,0.243458,0.286423,0.306738,0.031799,0.011689,0.027033,0.015065,0.014230,0.023451,0.013185,0.012862,0.016245,0.020138,0.027816,0.011502,0.011376,little
0.105752,0.026438,2.902372,0.182572,0.198819,0.588830,0.015300,0.161271,-27.069463,2.682518,-0.822413,-0.638436,0.205417,-0.006394,0.071985,-0.166356,-0.281582,-0.009969,-0.110279,-0.114321,-0.058496,0.027446,0.002580,0.017007,0.015985,0.021006,0.025844,0.026587,0.004539,0.016087,0.017456,0.026371,0.009494,0.025028,0.089316,0.037909,0.447427,0.088898,0.051479,0.495278,0.008950,0.185524,3.187847,0.792724,0.816479,0.559695,0.392469,0.368299,0.255565,0.248144,0.229715,0.303435,0.275336,0.277316,0.247907,0.030160,0.002568,0.015951,0.017437,0.026820,0.033602,0.025050,0.005910,0.020147,0.015297,0.025956,0.009565,0.012852,little
0.108522,0.022750,2.818589,0.186890,0.185459,0.842856,0.013432,0.170536,-27.061139,2.307680,-1.143681,-0.448084,0.237634,-0.120689,0.050672,-0.180786,-0.294967,0.042688,-0.292695,-0.154323,-0.112952,0.018960,0.013044,0.025254,0.015331,0.013919,0.022315,0.020028,0.008481,0.011673,0.014687,0.014014,0.009071,0.018934,0.061130,0.037597,0.505924,0.080619,0.049208,0.519081,0.009718,0.152160,3.364053,0.669038,0.817543,0.678465,0.444936,0.360005,0.209072,0.269327,0.261888,0.298778,0.366756,0.328608,0.349050,0.017302,0.017449,0.020325,0.014695,0.017169,0.038131,0.025633,0.008707,0.016570,0.018886,0.013873,0.010047,0.011783,little
0.113235,0.024790,2.959201,0.196205,0.203548,0.720584,0.015184,0.175306,-27.297197,2.551788,-0.973613,-0.437285,0.238207,-0.002253,0.157711,-0.185695,-0.209334,-0.012790,-0.176999,-0.083504,-0.129996,0.020793,0.004695,0.018545,0.013529,0.017185,0.014560,0.016962,0.008722,0.012913,0.024741,0.025946,0.007308,0.019781,0.097095,0.033104,0.362533,0.094024,0.056318,0.527723,0.009425,0.169383,2.593802,0.820545,0.707016,0.495839,0.338032,0.308739,0.242625,0.246890,0.190400,0.232605,0.264160,0.266693,0.245126,0.029601,0.005845,0.020105,0.015027,0.015750,0.018650,0.020784,0.015375,0.016875,0.023224,0.027261,0.011489,0.010636,little
0.117158,0.024144,2.883031,0.195023,0.203222,0.695994,0.017494,0.177308,-26.975683,2.586981,-0.870780,-0.566043,0.147659,0.026449,0.089699,-0.160139,-0.139560,0.050115,-0.210080,-0.046542,-0.189642,0.016833,0.006492,0.029391,0.019972,0.015884,0.015069,0.014969,0.007223,0.015018,0.017527,0.021751,0.006424,0.020368,0.087015,0.035591,0.505640,0.088986,0.057967,0.544793,0.011235,0.190464,2.968283,0.863612,0.691003,0.620960,0.427273,0.362087,0.278411,0.219354,0.243184,0.230643,0.318563,0.298510,0.279558,0.023227,0.010901,0.028791,0.025192,0.016609,0.021964,0.014850,0.013924,0.020973,0.016420,0.023130,0.008696,0.010722,little
0.108426,0.020842,2.959574,0.182280,0.188616,0.701122,0.016688,0.157143,-27.011998,2.646317,-1.008144,-0.459738,0.249706,-0.093443,0.095294,-0.290187,-0.195823,0.004991,-0.203115,-0.114904,-0.209701,0.024672,0.006457,0.025225,0.018789,0.017649,0.011465,0.015201,0.014089,0.016564,0.017946,0.022328,0.006490,0.023514,0.081125,0.028308,0.434829,0.079185,0.054804,0.502895,0.012127,0.148265,2.571376,0.703707,0.837245,0.571445,0.399165,0.282543,0.278786,0.225542,0.238756,0.278778,0.269605,0.300754,0.296019,0.030501,0.009221,0.034196,0.020088,0.022550,0.012970,0.017833,0.022572,0.015724,0.018746,0.028050,0.007268,0.013336,little
0.136510,0.016375,2.908463,0.218780,0.210315,0.799171,0.018486,0.219206,-26.533130,2.373558,-0.280619,-0.814458,0.040099,0.248110,-0.189194,0.007382,-0.137817,-0.147640,0.061398,-0.226374,-0.160193,0.034975,0.006362,0.014909,0.010813,0.015287,0.014007,0.016917,0.008182,0.011048,0.017111,0.026955,0.012465,0.023354,0.130566,0.022565,0.431077,0.117223,0.055688,0.656757,0.011205,0.243056,2.579112,0.832773,0.760284,0.622404,0.410253,0.337036,0.308962,0.254430,0.239490,0.222936,0.225693,0.249584,0.279249,0.046790,0.011187,0.014337,0.014777,0.020834,0.021394,0.020460,0.014391,0.015362,0.014378,0.031190,0.019256,0.014469,little
